[22:52:11] [main/INFO]: ModLauncher running: args [--username, Mirakuru_Myuujik, --version, forge-47.4.0, --gameDir, V:\Minecraft Schenanigans\Curseforge\Instances\Gregtech Reverberating Nexus, --assetsDir, V:\Minecraft Schenanigans\Curseforge\Install\assets, --assetIndex, 5, --uuid, 9650f2624ceb415cb0e03dca0f42f782, --accessToken, ????????, --clientId, d7bde2-49c390-ec9922-4156d1-d7fa60, --xuid, 2535457944480846, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, V:\Minecraft Schenanigans\Curseforge\Quickplay\8dacfa6e-cd53-4e94-9869-c2e68476f0eb.json, , , , --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[22:52:11] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.17 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
[22:52:12] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[22:52:12] [main/INFO]: Trying GL version 4.6
[22:52:12] [main/INFO]: Requested GL version 4.6 got version 4.6
[22:52:12] [main/INFO]: LOADING STAGE 1 - Services Initializing
[22:52:12] [main/INFO]: LOADING STAGE <Services Initializing> elapsed 3 ms
[22:52:12] [main/INFO]: LOADING STAGE 2 - Services Loading
[22:52:12] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/V:/Minecraft%20Schenanigans/Curseforge/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[22:52:12] [main/INFO]: LOADING STAGE <Services Loading> elapsed 65 ms
[22:52:12] [main/INFO]: LOADING STAGE 3 - Mod Scanning
[22:52:12] [pool-2-thread-1/INFO]: GL info: AMD Radeon RX 6600 XT GL version 4.6.0 Core Profile Context 25.12.1.251128, ATI Technologies Inc.
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=0,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=3,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=10,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=11,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=9,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=2,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=7,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=4,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=8,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=14,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=12,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=13,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=13,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=3,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=14,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=11,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=2,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=5,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=15,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=9,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=15,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=6,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=12,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=8,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=0,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=7,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=4,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=5,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=6,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=10,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=1,roof=true'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=13'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=14'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=11'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=12'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=1'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=15'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=0'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=3'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=2'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=5'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=4'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=7'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=6'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=10'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=9'
[22:52:45] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'blasmatech:blockstates/mana.json' missing model for variant: 'blasmatech:mana#level=8'
[22:52:45] [Forge Version Check/INFO]: [radium] Found status: AHEAD Current: 0.12.4+git.26c9d8e Target: null
[22:52:45] [Forge Version Check/INFO]: [libx] Starting version check at https://assets.melanx.de/updates/libx.json
[22:52:45] [Worker-ResourceReload-4/WARN]: minecraft:heat_core
java.io.FileNotFoundException: minecraft:models/heat_core.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:262) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:384) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119263_(ModelBakery.java:143) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at com.google.common.collect.ImmutableList.forEach(ImmutableList.java:422) ~[guava-31.1-jre.jar%23109!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:142) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246505_(ModelManager.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.md58b514$lambda$loadModelPluginData$0$0(ModelManager.java:1069) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at java.util.concurrent.CompletableFuture.biApply(CompletableFuture.java:1311) ~[?:?]
	at java.util.concurrent.CompletableFuture$BiApply.tryFire(CompletableFuture.java:1280) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.run(CompletableFuture.java:482) ~[?:?]
	at dev.xkmc.lpcore.client.WrappedResourceManager$WrapperListener$WrappedExecutor.lambda$execute$0(WrappedResourceManager.java:197) ~[lpcore-0.5.8.jar%23330!/:0.5.8]
	at java.util.concurrent.ForkJoinTask$RunnableExecuteAction.exec(ForkJoinTask.java:1395) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[22:52:45] [Worker-ResourceReload-4/WARN]: advanced_ae:block/crafting/quantum_core_formed
java.io.FileNotFoundException: advanced_ae:models/block/crafting/quantum_core_formed.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:262) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:384) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119263_(ModelBakery.java:143) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at com.google.common.collect.ImmutableList.forEach(ImmutableList.java:422) ~[guava-31.1-jre.jar%23109!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:142) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246505_(ModelManager.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.md58b514$lambda$loadModelPluginData$0$0(ModelManager.java:1069) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at java.util.concurrent.CompletableFuture.biApply(CompletableFuture.java:1311) ~[?:?]
	at java.util.concurrent.CompletableFuture$BiApply.tryFire(CompletableFuture.java:1280) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.run(CompletableFuture.java:482) ~[?:?]
	at dev.xkmc.lpcore.client.WrappedResourceManager$WrapperListener$WrappedExecutor.lambda$execute$0(WrappedResourceManager.java:197) ~[lpcore-0.5.8.jar%23330!/:0.5.8]
	at java.util.concurrent.ForkJoinTask$RunnableExecuteAction.exec(ForkJoinTask.java:1395) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[22:52:46] [Forge Version Check/INFO]: [libx] Found status: UP_TO_DATE Current: 1.20.1-5.0.12 Target: null
[22:52:46] [Forge Version Check/INFO]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[22:52:46] [Worker-ResourceReload-4/WARN]: create_extra_casing:block/encased_fluid_pipe/rgb_copper/block_open
java.io.FileNotFoundException: create_extra_casing:models/block/encased_fluid_pipe/rgb_copper/block_open.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:262) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:384) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119263_(ModelBakery.java:143) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at com.google.common.collect.ImmutableList.forEach(ImmutableList.java:422) ~[guava-31.1-jre.jar%23109!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:142) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246505_(ModelManager.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.md58b514$lambda$loadModelPluginData$0$0(ModelManager.java:1069) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at java.util.concurrent.CompletableFuture.biApply(CompletableFuture.java:1311) ~[?:?]
	at java.util.concurrent.CompletableFuture$BiApply.tryFire(CompletableFuture.java:1280) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.run(CompletableFuture.java:482) ~[?:?]
	at dev.xkmc.lpcore.client.WrappedResourceManager$WrapperListener$WrappedExecutor.lambda$execute$0(WrappedResourceManager.java:197) ~[lpcore-0.5.8.jar%23330!/:0.5.8]
	at java.util.concurrent.ForkJoinTask$RunnableExecuteAction.exec(ForkJoinTask.java:1395) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[22:52:46] [Worker-ResourceReload-4/WARN]: create_extra_casing:block/encased_fluid_pipe/rgb_copper/block_flat
java.io.FileNotFoundException: create_extra_casing:models/block/encased_fluid_pipe/rgb_copper/block_flat.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:262) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:384) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119263_(ModelBakery.java:143) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at com.google.common.collect.ImmutableList.forEach(ImmutableList.java:422) ~[guava-31.1-jre.jar%23109!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:142) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246505_(ModelManager.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.md58b514$lambda$loadModelPluginData$0$0(ModelManager.java:1069) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at java.util.concurrent.CompletableFuture.biApply(CompletableFuture.java:1311) ~[?:?]
	at java.util.concurrent.CompletableFuture$BiApply.tryFire(CompletableFuture.java:1280) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.run(CompletableFuture.java:482) ~[?:?]
	at dev.xkmc.lpcore.client.WrappedResourceManager$WrapperListener$WrappedExecutor.lambda$execute$0(WrappedResourceManager.java:197) ~[lpcore-0.5.8.jar%23330!/:0.5.8]
	at java.util.concurrent.ForkJoinTask$RunnableExecuteAction.exec(ForkJoinTask.java:1395) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[22:52:46] [Worker-ResourceReload-4/WARN]: draconicevolution:block/structure_block
java.io.FileNotFoundException: draconicevolution:models/block/structure_block.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:262) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:384) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:150) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246505_(ModelManager.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.md58b514$lambda$loadModelPluginData$0$0(ModelManager.java:1069) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at java.util.concurrent.CompletableFuture.biApply(CompletableFuture.java:1311) ~[?:?]
	at java.util.concurrent.CompletableFuture$BiApply.tryFire(CompletableFuture.java:1280) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.run(CompletableFuture.java:482) ~[?:?]
	at dev.xkmc.lpcore.client.WrappedResourceManager$WrapperListener$WrappedExecutor.lambda$execute$0(WrappedResourceManager.java:197) ~[lpcore-0.5.8.jar%23330!/:0.5.8]
	at java.util.concurrent.ForkJoinTask$RunnableExecuteAction.exec(ForkJoinTask.java:1395) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[22:52:46] [Worker-ResourceReload-4/WARN]: ars_botania:fake_mana_item#inventory
java.io.FileNotFoundException: ars_botania:models/item/fake_mana_item.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.fabric_loadModelFromJson(ModelBakery.java:6199) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.fabricmc.fabric.impl.client.model.loading.ModelLoadingEventDispatcher.loadItemModel(ModelLoadingEventDispatcher.java:151) ~[fabric-model-loading-api-v1-1.0.3+6274ab9d77.jar%23677!/:1.0.3+6274ab9d77]
	at net.fabricmc.fabric.impl.client.model.loading.ModelLoadingEventDispatcher.loadModel(ModelLoadingEventDispatcher.java:94) ~[fabric-model-loading-api-v1-1.0.3+6274ab9d77.jar%23677!/:1.0.3+6274ab9d77]
	at net.minecraft.client.resources.model.ModelBakery.handler$cca000$onLoadModel(ModelBakery.java:6128) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:384) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:150) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246505_(ModelManager.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at net.minecraft.client.resources.model.ModelManager.md58b514$lambda$loadModelPluginData$0$0(ModelManager.java:1069) ~[client-1.20.1-20230612.114412-srg.jar%23499!/:?]
	at java.util.concurrent.CompletableFuture.biApply(CompletableFuture.java:1311) ~[?:?]
	at java.util.concurrent.CompletableFuture$BiApply.tryFire(CompletableFuture.java:1280) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.run(CompletableFuture.java:482) ~[?:?]
	at dev.xkmc.lpcore.client.WrappedResourceManager$WrapperListener$WrappedExecutor.lambda$execute$0(WrappedResourceManager.java:197) ~[lpcore-0.5.8.jar%23330!/:0.5.8]
	at java.util.concurrent.ForkJoinTask$RunnableExecuteAction.exec(ForkJoinTask.java:1395) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[22:52:47] [Forge Version Check/INFO]: [forge] Found status: OUTDATED Current: 47.4.0 Target: 47.4.10
[22:52:47] [Forge Version Check/INFO]: [mythicbotany] Starting version check at https://assets.melanx.de/updates/mythicbotany.json
[22:52:47] [Forge Version Check/INFO]: [mythicbotany] Found status: UP_TO_DATE Current: 1.20.1-4.0.4 Target: null
[22:52:47] [Forge Version Check/INFO]: [cofh_core] Starting version check at https://raw.github.com/cofh/version/main/cofh_core/update.json
[22:52:48] [Forge Version Check/INFO]: [cofh_core] Found status: AHEAD Current: 11.0.2 Target: null
[22:52:48] [Forge Version Check/INFO]: [gravestone] Starting version check at https://update.maxhenkel.de/forge/gravestone
[22:52:48] [Forge Version Check/INFO]: [gravestone] Found status: AHEAD Current: 1.20.1-1.0.35 Target: null
[22:52:48] [Forge Version Check/INFO]: [ad_astra] Starting version check at https://api.modrinth.com/updates/3ufwT9JF/forge_updates.json
